Recipe,UnlockType,TipoRequisito,KeyRequerida
OlfahrPack_WoodenCrate_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
OlfahrPack_WoodenCrate_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
RailingsPack_RailingCorner_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
RailingsPack_RailingCorner_RedRock_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Crude_Floor_Stone_RedSandstone
RailingsPack_RailingCorner_WhiteMarble_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Crude_Floor_Stone_WhiteMarble
RailingsPack_Railing_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
RailingsPack_Railing_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
RailingsPack_Railing_RedRock_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Crude_Floor_Stone_RedSandstone
RailingsPack_Railing_RedRock_B,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Crude_Floor_Stone_RedSandstone
RailingsPack_Railing_WhiteMarble_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Crude_Floor_Stone_WhiteMarble
RailingsPack_Railing_WhiteMarble_B,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Crude_Floor_Stone_WhiteMarble
SeraniPack_DwellingCabinet_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_Hearth_MediumHearth
SeraniPack_DwellingCabinet_B,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_Hearth_MediumHearth
SeraniPack_DwellingCabinet_C,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_Hearth_MediumHearth
SeraniPack_DwellingCabinet_D,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_Hearth_MediumHearth
SeraniPack_GlassCabinet_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_Hearth_MediumHearth
SeraniPack_KegStand_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
SeraniPack_PotsRack_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
SeraniPack_WoodPile_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
SilverWallsPack_SilverWall_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
SilverWallsPack_SilverWall_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
SilverWallsPack_SilverWall_C,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
SilverWallsPack_SilverWall_D,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
SilverWallsPack_SilverWall_E,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
StreetLampPack_StreetLamp_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
StreetLampPack_StreetLamp_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
StreetLampPack_StreetLamp_C,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
StreetLampPack_StreetLamp_D,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
StreetLampPack_StreetLamp_E,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
StreetLampPack_StreetLamp_F,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
TobiDurinPack_ColumnBase_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Tobi
TobiDurinPack_ColumnBase_Moss_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
TobiDurinPack_ColumnBase_Redrock_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Crude_Floor_Stone_RedSandstone
TobiDurinPack_ColumnBase_Whitemarble_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Crude_Floor_Stone_WhiteMarble
TobiDurinPack_ColumnCapital_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Tobi
TobiDurinPack_ColumnCapital_Moss_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
TobiDurinPack_ColumnCapital_Redrock_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Crude_Floor_Stone_RedSandstone
TobiDurinPack_ColumnCapital_Whitemarble_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Crude_Floor_Stone_WhiteMarble
TobiDurinPack_ColumnShaft_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Tobi
TobiDurinPack_ColumnShaft_Moss_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
TobiDurinPack_ColumnShaft_Redrock_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Crude_Floor_Stone_RedSandstone
TobiDurinPack_ColumnShaft_Whitemarble_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,Crude_Floor_Stone_WhiteMarble
TobiFloorPack_InlaidFloor_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
TobiFloorPack_PatternedFloor_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
TobiFloorPack_PatternedFloor_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
TobiFloorPack_TiledFloor_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
TobiFloorPack_TiledFloor_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
TobiFloorPack_TiledFloor_C,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
TobiPack_AleKeg,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
TobiPack_BirdNest_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
TobiPack_BirdNest_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
TobiPack_Ceiling_Center,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
TobiPack_Ceiling_Corner,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
TobiPack_DecoratedArch_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
TobiPack_DecoratedArch_B,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Gunmetal
TobiPack_Floor_Wood_3x3_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
TobiPack_LargeBrazier,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
UzbadPack_AngledWoodenFloor_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
UzbadPack_ChoppingBlock_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
UzbadPack_KitchenCauldron_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Steel
UzbadPack_ThinWoodFloorTile_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Tool.Restoration_Hammer_Starmetal
VasePack_Vase_A,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_Hearth_MediumHearth
VasePack_Vase_B,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_Hearth_MediumHearth
VasePack_Vase_C,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_Hearth_MediumHearth
VasePack_Vase_D,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_Hearth_MediumHearth
VasePack_Vase_E,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_Hearth_MediumHearth
VasePack_Vase_F,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_Hearth_MediumHearth
VasePack_Vase_G,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_Hearth_MediumHearth
VasePack_Vase_H,EMorRecipeUnlockType::DiscoverDependencies,Construcción,CraftingStation_Hearth_MediumHearth
ZetaPack_WhiteGraniteBarrier_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
ZetaPack_WhiteGraniteColumnBase_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
ZetaPack_WhiteGraniteColumnCapital_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
ZetaPack_WhiteGraniteColumnShaft_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
ZetaPack_WhiteGraniteDoor_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
ZetaPack_WhiteGraniteFloor_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
ZetaPack_WhiteGraniteStairs_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
ZetaPack_WhiteGraniteTrimedBarrier_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
ZetaPack_WhiteGraniteWall_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
ZetaPack_WhiteGraniteWindow_A,EMorRecipeUnlockType::DiscoverDependencies,Item,Ore.Granite
